Year or Period	Unigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1935, 1937]	доллонд	Q1235770	Доллонд	P138	названо в честь	Доллонд, Джон	0	0	1935-01-01	0	0
[1965, 1968]	девотченко	Q4156420	Девотченко, Алексей Валерьевич	P569	дата рождения	0	0	1965-10-14	0	0	0
[2004, 2005]	дураково	Q18788093	Луговое	P131	административно-территориальная единица	Вадинский район	0	0	1966-12-30	2004-11-01	0
[2004, 2005]	дураково	Q18788093	Луговое	P131	административно-территориальная единица	Серго-Поливановский сельсовет	0	0	2004-11-02	0	0
[1960, 1966]	дюв	Q234590	Дюв, Кристиан де	P166	полученные награды	Премия Франки	0	0	0	0	1960-01-01
[1999, 2000]	дрыкин	Q1959324	Веня Д’ркин	P570	дата смерти	0	0	1999-08-21	0	0	0
2002	дамблдор	Q712548	Альбус Дамблдор	P39	занимаемая должность	Президент Международной конфедерации магов	0	0	2000-01-01	1995-01-01	0
1939	дагерротипия	Q179744	Дагеротипия	P575	дата открытия	0	0	1839-01-01	0	0	0
[1974, 1977]	демешкин	Q4157451	Демешкин, Сергей Викторович	P569	дата рождения	0	0	1976-02-24	0	0	0
[1971, 1981]	далася	Q202885	гамбийский даласи	P580	дата начала	0	0	1971-01-01	0	0	0
1938	дорадо	Q357405	Дорадо, Пабло	P54	член спортивной команды	Белья Виста	0	0	1936-01-01	1940-01-01	0
[1971, 1972]	дарви	Q272222	Белла Дарви	P570	дата смерти	0	0	1971-09-11	0	0	0
[1957, 1963]	дышев	Q4171729	Андрей Михайлович Дышев	P569	дата рождения	0	0	1960-01-01	0	0	0
[1978, 1982]	дурмитор	Q3364446	Дурмитор	P1435	статус наследия	всемирное наследие	0	0	1980-01-01	0	0
[1958, 1959]	додерер	Q93797	Додерер, Хаймито фон	P166	полученные награды	медаль Виллибальда Пиркгеймера	0	0	0	0	1958-01-01
[1963, 1969]	дасти	Q5317161	Дасти	P577	дата публикации	0	0	1964-10-01	0	0	0
[1990, 1994]	дуомо	Q2519375	Дуомо	P1619	дата официального открытия	0	0	1990-05-03	0	0	0
[1965, 1970]	дэван	Q715770	Дэ Ван Дэмчигдонров	P570	дата смерти	0	0	1966-05-23	0	0	0
[1998, 2003]	джамшед	Q6148209	Джамшед	P571	дата основания/создания/возникновения	0	0	2001-08-14	0	0	0
[1988, 1992]	достык	Q420585	Достык	P571	дата основания/создания/возникновения	0	0	1990-01-01	0	0	0
1984	денкташ	Q200436	Рауф Денкташ	P39	занимаемая должность	Президент Турецкой Республики Северного Кипра	0	0	1983-11-15	2005-04-24	0
1935	дендер	Q1065328	Дендер	P571	дата основания/создания/возникновения	0	0	1935-01-01	0	0	0
2004	долматово	Q4165072	Долматово	P131	административно-территориальная единица	Долматовское сельское поселение	0	0	2004-12-02	0	0
1929	джермер	Q496877	Джермер, Лестер Хэлберт	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1929-01-01
[1926, 1932]	джермер	Q496877	Джермер, Лестер Хэлберт	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1931-01-01
[1926, 1932]	джермер	Q496877	Джермер, Лестер Хэлберт	P166	полученные награды	медаль Эллиота Крессона	0	0	0	0	1931-01-01
[1935, 1938]	джермер	Q496877	Джермер, Лестер Хэлберт	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1937-01-01
[1935, 1938]	джермер	Q496877	Джермер, Лестер Хэлберт	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1936-01-01
[1974, 1978]	десногорск	Q135161	Десногорск	P571	дата основания/создания/возникновения	0	0	1974-01-01	0	0	0
2005	десногорск	Q135161	Десногорск	P131	административно-территориальная единица	Муниципальное образование «Город Десногорск»	0	0	2004-12-28	0	0
[1957, 1961]	дехход	Q470931	Деххода, Али Акбар	P570	дата смерти	0	0	1959-03-09	0	0	0
[2006, 2009]	дубасовский	Q18775218	Дубасовский	P131	административно-территориальная единица	Октябрьское сельское поселение	0	0	2006-01-01	0	0
[1998, 2003]	дранси	Q247958	Дранси	P1435	статус наследия	исторический памятник классифицированный	0	0	2002-05-06	0	0
[1998, 2003]	дранси	Q247958	Дранси	P1435	статус наследия	исторический памятник классифицированный	0	0	2001-05-25	0	0
[1998, 2003]	дранси	Q201348	Дранси	P6	глава правительства	Жан-Кристоф Лагард	0	0	2001-01-01	0	0
[1966, 1969]	дранси	Q201348	Дранси	P131	административно-территориальная единица	Сен-Сен-Дени	0	0	1968-01-01	0	0
[1966, 1969]	дранси	Q201348	Дранси	P131	административно-территориальная единица	Сена	0	0	1790-03-04	1968-01-01	0
1929	дэвиссон	Q133222	Дэвиссон, Клинтон Джозеф	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1929-01-01
[1928, 1932]	дэвиссон	Q133222	Дэвиссон, Клинтон Джозеф	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1931-01-01
[1928, 1932]	дэвиссон	Q133222	Дэвиссон, Клинтон Джозеф	P1411	номинирован на	Нобелевская премия по физике	0	0	0	0	1930-01-01
1928	дэвиссон	Q133222	Дэвиссон, Клинтон Джозеф	P166	полученные награды	Премия Комстока	0	0	0	0	1928-01-01
[1928, 1932]	дэвиссон	Q133222	Дэвиссон, Клинтон Джозеф	P166	полученные награды	медаль Эллиота Крессона	0	0	0	0	1931-01-01
[1935, 1936]	дэвиссон	Q133222	Дэвиссон, Клинтон Джозеф	P166	полученные награды	медаль Хьюза	0	0	0	0	1935-01-01
[1958, 1968]	девишев	Q28665528	Девишев	P570	дата смерти	0	0	1964-01-01	0	0	0
[1966, 1970]	диззи	Q5285108	Диззи	P577	дата публикации	0	0	1969-02-01	0	0	0
[1999, 2005]	диззи	Q3712236	Диззи	P577	дата публикации	0	0	1999-01-19	0	0	0
2005	долгиново	Q4164515	Долгиново	P131	административно-территориальная единица	Кузинское сельское поселение	0	0	2004-12-02	0	0
[1962, 1966]	долгиново	Q2029657	Долгиново	P131	административно-территориальная единица	Вилейский район	0	0	1962-12-25	0	0
[1962, 1966]	долгиново	Q2029657	Долгиново	P131	административно-территориальная единица	Q13031144	0	0	1940-10-12	1962-12-25	0
[1983, 1985]	дометиан	Q10843067	Дометиан	P570	дата смерти	0	0	1983-06-01	0	0	0
1933	дингес	Q1504060	Дингес, Георгий Генрихович	P570	дата смерти	0	0	1932-07-18	0	0	0
[2007, 2009]	даларн	Q103732	Даларна	P6	глава правительства	Maria Norrfalk	0	0	2007-01-01	2015-01-01	0
[2003, 2004]	дресвянка	Q24729032	Дресвянка	P131	административно-территориальная единица	Столбовский сельсовет	0	0	2003-12-01	0	0
[1973, 1974]	дюнан	Q146407	(1962) Дюнан	P575	дата открытия	0	0	1973-11-24	0	0	0
1954	джанка	Q2306586	Джанки	P577	дата публикации	0	0	1953-01-01	0	0	0
[1994, 2001]	джинджич	Q157131	Зоран Джинджич	P39	занимаемая должность	Главы Белграда	0	0	1997-02-21	1997-09-30	0
2003	джинджич	Q157131	Зоран Джинджич	P570	дата смерти	0	0	2003-03-12	0	0	0
2003	джинджич	Q157131	Зоран Джинджич	P39	занимаемая должность	премьер-министр Сербии	0	0	2001-01-25	2003-03-12	0
1951	досфлот	Q1154782	ДОСААФ	P571	дата основания/создания/возникновения	0	0	1951-01-01	0	0	0
[1926, 1929]	дерюгино	Q19674479	Дерюгино	P131	административно-территориальная единица	Льговский уезд	0	0	1924-05-12	1928-07-29	0
[1926, 1929]	дерюгино	Q19674479	Дерюгино	P131	административно-территориальная единица	Дмитриевский район	0	0	1928-07-30	2004-10-20	0
[1938, 1939]	дидоренко	Q4161374	Дидоренко, Эдуард Алексеевич	P569	дата рождения	0	0	1938-07-10	0	0	0
[1954, 1956]	достум	Q331702	Дустум, Абдул-Рашид	P569	дата рождения	0	0	1954-01-01	0	0	0
1932	дугна	Q4170077	Дугна	P131	административно-территориальная единица	Ферзиковский район	0	0	1929-06-12	1931-01-31	0
1932	дугна	Q4170077	Дугна	P131	административно-территориальная единица	Муниципальное образование город Алексин	0	0	1931-02-01	1935-02-20	0
[1970, 1972]	дюп	Q215519	Демократическая юнионистская партия	P571	дата основания/создания/возникновения	0	0	1971-09-30	0	0	0
1952	дидусенко	Q4161377	Дидусенко, Михаил Александрович	P569	дата рождения	0	0	1951-01-01	0	0	0
2005	дидусенко	Q4161377	Дидусенко, Михаил Александрович	P570	дата смерти	0	0	2003-01-01	0	0	0
[1971, 1972]	джеффери	Q355053	Джеффери, Майкл	P166	полученные награды	Военный крест	0	0	0	0	1971-07-23
[2000, 2004]	джеффери	Q355053	Джеффери, Майкл	P166	полученные награды	медаль Столетия	0	0	0	0	2001-01-01
[1974, 1978]	джеффери	Q355053	Джеффери, Майкл	P166	полученные награды	National Medal	0	0	0	0	1977-07-14
[1988, 1992]	джеффери	Q355053	Джеффери, Майкл	P166	полученные награды	офицер ордена Австралии	0	0	0	0	1988-06-13
[2000, 2004]	джеффери	Q355053	Джеффери, Майкл	P39	занимаемая должность	губернатор Западной Австралии	0	0	1993-11-01	2000-08-17	0
[2000, 2004]	джеффери	Q355053	Джеффери, Майкл	P39	занимаемая должность	генерал-губернатор Австралии	0	0	2003-08-11	2008-09-05	0
[2001, 2004]	дьеп	Q264075	Дьеп	P571	дата основания/создания/возникновения	0	0	2003-01-01	0	0	0
[1953, 1955]	дрокия	Q2006112	Дрокия	P31	это частный случай понятия	посёлок городского типа	0	0	1954-01-01	0	0
[1964, 1975]	джердап	Q1258055	Джердап	P580	дата начала	0	0	1974-01-01	0	0	0
[1964, 1975]	джердап	Q1258055	Джердап	P571	дата основания/создания/возникновения	0	0	1974-01-01	0	0	0
2004	джимбо	Q181	Джимми Уэйлс	P463	участник организации или клуба	Совет попечителей Фонда Викимедиа	0	0	2003-01-01	0	0
1976	дэйзи	Q9182431	Дэйзи	P569	дата рождения	0	0	1975-07-31	0	0	0
1965	дэйзи	Q253102	Дэйзи	P577	дата публикации	0	0	1964-01-01	0	0	0
2008	дидуров	Q4161378	Дидуров, Алексей Алексеевич	P570	дата смерти	0	0	2006-07-05	0	0	0
[1976, 1987]	димитренко	Q64709	Димитренко, Александр Викторович	P569	дата рождения	0	0	1982-07-05	0	0	0
[1981, 1985]	дарьен	Q48608	Дарьен	P1435	статус наследия	всемирное наследие	0	0	1981-01-01	0	0
[1930, 1932]	джурин	Q2065103	Джурин	P131	административно-территориальная единица	Джуринский район	0	0	1923-03-07	1930-09-15	0
[1930, 1932]	джурин	Q2065103	Джурин	P131	административно-территориальная единица	Шаргородский район	0	0	1930-09-15	0	0
[1930, 1932]	джурин	Q2065103	Джурин	P1376	является столицей	Джуринский район	0	0	1923-03-07	1930-09-15	0
2001	домогар	Q1958241	Александр Юрьевич Домогаров	P166	полученные награды	заслуженный артист Российской Федерации	0	0	0	0	2000-11-18
[1984, 1986]	домогар	Q1958241	Александр Юрьевич Домогаров	P2031	начало периода активности	0	0	1984-01-01	0	0	0
[1990, 1994]	доминус	Q4165876	Доминус	P577	дата публикации	0	0	1990-01-01	0	0	0
[1977, 1978]	далглиш	Q187198	Далглиш, Кенни	P54	член спортивной команды	Селтик	0	0	1969-01-01	1977-01-01	0
1992	далглиш	Q187198	Далглиш, Кенни	P54	член спортивной команды	Ливерпуль	0	0	1977-01-01	1990-01-01	0
[1970, 1974]	дальва	Q3918681	Дальва	P571	дата основания/создания/возникновения	0	0	1973-01-01	0	0	0
[2000, 2004]	добронравин	Q4163732	Добронравин, Пётр Павлович	P570	дата смерти	0	0	2000-01-01	0	0	0
[1999, 2004]	джеммер	Q1390390	Джеммер, Макс	P166	полученные награды	The EMET Prize for Art, Science and Culture	0	0	0	0	2003-01-01
[1960, 1961]	даад	Q696935	Германская служба академических обменов	P488	руководитель	Emil Lehnartz	0	0	1960-01-01	1968-01-01	0
1942	детр	Q140558	(1538) Детре	P575	дата открытия	0	0	1940-09-08	0	0	0
[1997, 1998]	денгель	Q729010	Денгеле	P571	дата основания/создания/возникновения	0	0	1997-01-01	0	0	0
1924	дидур	Q349160	Дидур, Адам	P569	дата рождения	0	0	1874-12-24	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-12-22	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-12-15	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-12-09	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-12-04	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-12-03	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-12-23	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-12-16	0	0	0
[1988, 1995]	джуниор	Q129265	Джуниор	P577	дата публикации	0	0	1994-11-23	0	0	0
1995	дустлик	Q3885264	орден «Дустлик»	P571	дата основания/создания/возникновения	0	0	1994-05-06	0	0	0
1925	дедеагач	Q190847	Александруполис	P571	дата основания/создания/возникновения	0	0	1875-01-01	0	0	0
1978	джаманова	Q4159802	Джаманова, Роза Умбетовна	P569	дата рождения	0	0	1928-04-16	0	0	0
[1993, 2000]	детмольд	Q3922	Детмольд	P463	участник организации или клуба	Climate Alliance	0	0	1997-01-01	0	0
[1993, 2000]	детмольд	Q3922	Детмольд	P6	глава правительства	Rainer Heller	0	0	2014-05-25	t	0
[1946, 1948]	детмольд	Q7923	Детмольд	P571	дата основания/создания/возникновения	0	0	1947-01-01	0	0	0
[1995, 2001]	дикань	Q510814	Дикань, Андрей Александрович	P54	член спортивной команды	Шахтёр	0	0	1999-01-01	1999-01-01	0
[1995, 2001]	дикань	Q510814	Дикань, Андрей Александрович	P54	член спортивной команды	Авангард-Интер	0	0	1995-01-01	1998-01-01	0
[1995, 2001]	дикань	Q510814	Дикань, Андрей Александрович	P54	член спортивной команды	СКА-Хабаровск	0	0	1999-01-01	2004-01-01	0
1963	данидин	Q1364375	Данидин	P1619	дата официального открытия	0	0	1962-01-01	0	0	0
2008	даника	Q627464	Даника	P577	дата публикации	0	0	2006-01-01	0	0	0
[1926, 1927]	дубница	Q1356582	Дубница	P571	дата основания/создания/возникновения	0	0	1926-01-01	0	0	0
[2004, 2006]	дягилевый	Q4172408	Дягилево	P131	административно-территориальная единица	Муниципальное образование «Мосеевское»	0	0	2004-12-06	0	0
2006	дубецкой	Q4169119	Дубецкое	P131	административно-территориальная единица	Дугинское сельское поселение	0	0	2004-12-02	0	0
1970	дабо	Q22092	Дабо	P131	административно-территориальная единица	Мозель	0	0	1920-01-01	0	0
1970	дабо	Q22092	Дабо	P131	административно-территориальная единица	Лотринген	0	0	1871-01-01	1920-01-01	0
[1997, 1999]	диаманда	Q4161036	Диаманд, Петер	P570	дата смерти	0	0	1998-01-16	0	0	0
1963	диаманда	Q4161036	Диаманд, Петер	P569	дата рождения	0	0	1913-06-08	0	0	0
[2004, 2006]	доскино	Q19928991	Доскино	P131	административно-территориальная единица	Алфёровское сельское поселение	0	0	2005-01-01	0	0
1929	дивенский	Q50763	Дивенский	P131	административно-территориальная единица	Лужский район	0	0	1927-08-01	1931-12-31	0
1929	дивенский	Q50763	Дивенский	P131	административно-территориальная единица	Троцкий уезд	0	0	1923-02-01	1927-07-31	0
1986	джубайль	Q173532	Библ	P1435	статус наследия	всемирное наследие	0	0	1984-01-01	0	0
[1994, 1995]	дегрель	Q158844	Дегрель, Леон	P570	дата смерти	0	0	1994-03-31	0	0	0
[1941, 1945]	дегрель	Q158844	Дегрель, Леон	P410	воинское звание	Штурмбаннфюрер	0	0	1944-04-01	0	0
[1995, 1999]	даугмаль	Q3920888	Даугмале	P1435	статус наследия	Q23931115	0	0	1998-12-18	0	0
[1953, 1955]	дружноселье	Q50767	Дружноселье	P131	административно-территориальная единица	Рождественское сельское поселение	0	0	1954-06-01	1957-05-31	0
[1953, 1955]	дружноселье	Q50767	Дружноселье	P131	административно-территориальная единица	Гатчинский район	0	0	1927-08-01	1954-05-31	0
1925	двуречная	Q4156149	Двуречная	P131	административно-территориальная единица	Двуречанский район	0	0	1923-01-01	0	0
1929	дубище	Q21850771	Дубище	P131	административно-территориальная единица	Жиздринский район	0	0	1929-10-01	2004-12-27	0
[2000, 2006]	джиган	Q4160262	Джиган	P2031	начало периода активности	0	0	2004-01-01	0	0	0
[1982, 1984]	дратец	Q704200	Дратцев, Евгений Юрьевич	P569	дата рождения	0	0	1983-01-24	0	0	0
[1963, 1967]	дзержиново	Q3919539	Дзержиново	P571	дата основания/создания/возникновения	0	0	1963-01-01	0	0	0
[1993, 1997]	духцов	Q158584	Духцов	P17	государство	Чехия	0	0	1993-01-01	0	0
[2002, 2006]	джит	Q5299396	Джит	P2031	начало периода активности	0	0	2002-01-01	0	0	0
[1978, 1979]	джит	Q5299396	Джит	P569	дата рождения	0	0	1978-11-30	0	0	0
1972	джессоп	Q267275	Джессоп, Вайолетт Констанс	P570	дата смерти	0	0	1971-05-05	0	0	0
[2000, 2004]	дивон	Q1019166	Дивон	P571	дата основания/создания/возникновения	0	0	2000-01-01	0	0	0
[1988, 1995]	демсоюз	Q4157656	Демократический союз	P571	дата основания/создания/возникновения	0	0	1988-05-08	0	0	0
[2004, 2005]	данилково	Q18774152	Данилково	P131	административно-территориальная единица	Сельское поселение Федоскинское	0	0	2004-12-29	0	0
2006	демкино	Q24684825	Демкино	P131	административно-территориальная единица	Демкинский сельсовет	0	0	2004-09-23	0	0
2006	демкино	Q13209927	Демкино	P131	административно-территориальная единица	Тораевское сельское поселение	0	0	2005-01-01	0	0
2006	демкино	Q24684825	Демкино	P131	административно-территориальная единица	Чаплыгинский район	0	0	1928-07-30	2004-09-22	0
1948	делаж	Q3121162	Делаж, Гюстав	P570	дата смерти	0	0	1946-04-20	0	0	0
[1927, 1935]	дуньхуа	Q713307	Дуньхуа	P131	административно-территориальная единица	провинция Гирин	0	0	1912-01-01	1931-01-01	0
1934	дуньхуа	Q713307	Дуньхуа	P131	административно-территориальная единица	провинция Гирин	0	0	1932-01-01	1945-09-02	0
[1945, 1950]	дуньхуа	Q713307	Дуньхуа	P131	административно-территориальная единица	Маньчжурия под оккупацией СССР	0	0	1945-09-03	1946-01-01	0
[1945, 1950]	дуньхуа	Q713307	Дуньхуа	P131	административно-территориальная единица	провинция Гирин	0	0	1946-01-01	1958-01-01	0
2009	джадж	Q6302456	Джадж	P577	дата публикации	0	0	2008-04-01	0	0	0
1974	домышев	Q4165993	Домышев, Сергей Валерьевич	P569	дата рождения	0	0	1972-05-21	0	0	0
[2000, 2002]	дптл	Q63755	Демократическая партия труда Литвы	P576	дата прекращения существования	0	0	2001-01-01	0	0	0
1989	дукштас	Q2356406	Дукштас	P131	административно-территориальная единица	Q9269744	0	0	1919-10-31	1939-01-01	0
[1950, 1951]	дукштас	Q2356406	Дукштас	P131	административно-территориальная единица	Дукштасский район	0	0	1950-06-20	1959-12-07	0
1940	денглер	Q215743	Денглер, Дитер	P569	дата рождения	0	0	1938-05-22	0	0	0
[2004, 2007]	даньково	Q4154939	Даньково	P131	административно-территориальная единица	Починковский район	0	0	1929-10-01	2004-12-01	0
[2004, 2007]	даньково	Q4154939	Даньково	P131	административно-территориальная единица	Даньковское сельское поселение	0	0	2004-12-02	0	0
[2004, 2007]	даньково	Q4154939	Даньково	P1376	является столицей	Даньковское сельское поселение	0	0	2004-12-02	0	0
[2005, 2008]	дурневый	Q20019461	Дурнево	P131	административно-территориальная единица	Сельское поселение Итомля	0	0	2005-01-01	0	0
[1957, 1963]	дондюшаны	Q1901003	Дондюшаны	P31	это частный случай понятия	посёлок городского типа	0	0	1958-01-01	1990-01-01	0
2008	джаковица	Q474651	Джаковица	P17	государство	Республика Косово	0	0	2008-02-17	0	0
[1970, 1971]	дирикис	Q144031	(1805) Дирикис	P575	дата открытия	0	0	1970-04-01	0	0	0
1929	дешовка	Q14621021	Дешовки	P131	административно-территориальная единица	Козельский район	0	0	1929-10-01	2004-12-27	0
1929	дешовка	Q14621021	Дешовки	P131	административно-территориальная единица	Сухиничский уезд	0	0	1927-07-11	1929-09-30	0
1938	долаково	Q4164376	Долаково	P1249	первое письменное упоминание	0	0	1838-01-01	0	0	0
[1970, 1972]	дерик	Q144046	(1806) Дерик	P575	дата открытия	0	0	1971-06-13	0	0	0
[1969, 1970]	дюрье	Q78793	Тилла Дюрье	P166	полученные награды	офицер ордена Академических пальм	0	0	0	0	1969-01-01
[1956, 1961]	дайхес	Q4154098	Дайхес, Николай Аркадьевич	P569	дата рождения	0	0	1959-12-18	0	0	0
[1949, 1955]	дихуа	Q16959	Урумчи	P131	административно-территориальная единица	Синьцзян	0	0	1912-01-01	1949-01-01	0
[1949, 1955]	дихуа	Q16959	Урумчи	P131	административно-территориальная единица	Синьцзян	0	0	1949-12-17	1955-09-30	0
[2004, 2008]	дубасовый	Q16646598	Дубасово	P131	административно-территориальная единица	Муниципальное образование «Посёлок Красное Эхо»	0	0	2005-05-25	0	0
[2004, 2008]	дубасовый	Q18775214	Дубасово	P131	административно-территориальная единица	Шило-Голицынское сельское поселение	0	0	2006-01-01	0	0
1993	дорз	Q937087	Дорз	P577	дата публикации	0	0	1991-01-01	0	0	0
1993	дорз	Q937087	Дорз	P577	дата публикации	0	0	1991-05-02	0	0	0
[1950, 1951]	дурасовый	Q21850803	Дурасово	P131	административно-территориальная единица	Ферзиковский район	0	0	1950-02-24	2004-12-27	0
[1950, 1951]	дурасовый	Q21850803	Дурасово	P131	административно-территориальная единица	Дугнинский район	0	0	1935-02-21	1950-02-23	0
[1975, 1976]	дэймон	Q5212798	Дэймон	P577	дата публикации	0	0	1975-01-01	0	0	0
[1982, 1991]	дилтиазем	Q422229	Дилтиазем	P2175	применяется для лечения медицинского состояния	Артериальная гипертензия	0	0	1982-11-05	0	0
1968	дэрроу	Q1064061	Дэрроу, Чарльз	P570	дата смерти	0	0	1967-08-29	0	0	0
[1961, 1966]	драшко	Q4167799	Драшко, Милан	P569	дата рождения	0	0	1962-12-06	0	0	0
1972	довгун	Q464847	Довгун, Ольга Вячеславовна	P569	дата рождения	0	0	1970-09-01	0	0	0
1972	далар	Q748257	Даларё	P131	административно-территориальная единица	Q10728034	0	0	1959-01-01	1970-12-31	0
1972	далар	Q748257	Даларё	P131	административно-территориальная единица	Ханинге	0	0	1971-01-01	0	0
[1978, 1980]	двойрис	Q4155852	Двойрис, Семён Исаакович	P2962	шахматный титул	мастер спорта СССР по шахматам	0	0	1978-01-01	0	0
[2004, 2005]	демочка	Q4172614	Виталий Дёмочка	P2031	начало периода активности	0	0	2004-01-01	0	0	0
[2003, 2008]	джары	Q4055157	Абу Джарах	P570	дата смерти	0	0	2005-05-17	0	0	0
[1968, 1972]	дурдан	Q646609	Дурдан	P131	административно-территориальная единица	Эсон	0	0	1968-01-01	0	0
[1968, 1972]	дурдан	Q646609	Дурдан	P131	административно-территориальная единица	Сена и Уаза	0	0	1790-03-04	1968-01-01	0
1960	долженково	Q28530607	Долженково	P571	дата основания/создания/возникновения	0	0	1910-01-01	0	0	0
2006	джанин	Q238580	Джанин Линдмалдер	P166	полученные награды	Премия AVN лучшей актрисе	0	0	0	0	2006-01-01
[1968, 1969]	джанин	Q238580	Джанин Линдмалдер	P569	дата рождения	0	0	1968-11-14	0	0	0
[1975, 1977]	дирингер	Q1174233	Дирингер, Давид	P570	дата смерти	0	0	1975-02-13	0	0	0
1960	добровольський	Q4163617	Добровольский, Анатолий Владимирович	P569	дата рождения	0	0	1910-05-19	0	0	0
1989	долфин	Q864339	Сан Лайф-стэдиум	P641	вид спорта	американский футбол	0	0	1987-01-01	0	0
1989	долфин	Q864339	Сан Лайф-стэдиум	P138	названо в честь	Joe Robbie	0	0	1987-01-01	1996-01-01	0
1989	долфин	Q864339	Сан Лайф-стэдиум	P466	обитатель	Майами Долфинс	0	0	1987-01-01	0	0
[1972, 1974]	динкар	Q2992962	Динкар	P166	полученные награды	Джнянпитх	0	0	0	0	1972-01-01
[1958, 1962]	динкар	Q2992962	Динкар	P166	полученные награды	премия Литературной академии Индии	0	0	0	0	1959-01-01
2006	добрятино	Q4163929	Добрятино	P131	административно-территориальная единица	Муниципальное образование «Посёлок Добрятино»	0	0	2005-05-25	0	0
[1930, 1934]	дидрихсон	Q4161375	Дидрихсон, Василий Фёдорович	P570	дата смерти	0	0	1930-07-17	0	0	0
1962	детье	Q4159515	Детье, Эдуар	P570	дата смерти	0	0	1962-02-19	0	0	0
[1988, 1992]	дистимия	Q427810	дистимия	P2176	лекарство, используемое для лечения	Мапротилин	0	0	1988-10-02	0	0
[1932, 1937]	доппельмайер	Q1243133	Доппельмайер	P138	названо в честь	Иоганн Доппельмайер	0	0	1935-01-01	0	0
[1995, 2001]	дебейка	Q335003	Майкл Эллис Дебейки	P166	полученные награды	премия Уильяма Проктера за научные достижения	0	0	0	0	1995-01-01
[2007, 2009]	дебейка	Q335003	Майкл Эллис Дебейки	P570	дата смерти	0	0	2008-07-11	0	0	0
2000	дебейка	Q335003	Майкл Эллис Дебейки	P166	полученные награды	Живая легенда Библиотеки Конгресса	0	0	2000-04-01	0	0
[2001, 2005]	девяткино	Q4156514	Девяткино	P131	административно-территориальная единица	Аносовское сельское поселение	0	0	2004-12-02	0	0
[1982, 1984]	дятчин	Q944692	Дятчин, Владимир Фёдорович	P569	дата рождения	0	0	1982-10-14	0	0	0
[2001, 2005]	дислипидемия	Q1476525	дислипидемия	P2176	лекарство, используемое для лечения	Розувастатин	0	0	2003-08-12	0	0
1929	дегерес	Q13646031	Дегерес	P131	административно-территориальная единица	Жамбылский район	0	0	1928-01-17	0	0
[1975, 1977]	дульбекко	Q109553	Ренато Дульбекко	P166	полученные награды	Нобелевская премия по физиологии и медицине	0	0	0	0	1975-01-01
1960	дульбекко	Q109553	Ренато Дульбекко	P166	полученные награды	медаль Джона Скотта	0	0	0	0	1958-01-01
2007	джурджулешты	Q7231147	Джурджулешты	P571	дата основания/создания/возникновения	0	0	2006-10-26	0	0	0
1950	дьон	Q18954741	Дьон	P131	административно-территориальная единица	Дабашский яраш	0	0	1950-01-01	1966-01-01	0
1958	драхман	Q966764	Хольгер Драхман	P570	дата смерти	0	0	1908-01-14	0	0	0
2005	дифая	Q4162477	Дифаи	P571	дата основания/создания/возникновения	0	0	1905-01-01	0	0	0
[1995, 1996]	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	сенатор США	0	0	1993-01-05	1995-01-03	0
[1995, 1996]	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	сенатор США	0	0	1995-01-03	1997-01-03	0
1980	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	член комиссии	Северная Дакота	0	1969-01-01	1980-01-01	0
1980	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	член комиссии	налог	0	1969-01-01	1980-01-01	0
[2001, 2007]	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	сенатор США	0	0	2005-01-04	2007-01-03	0
[2001, 2007]	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	сенатор США	0	0	2003-01-03	2005-01-03	0
[2001, 2007]	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	сенатор США	0	0	2001-01-03	2003-01-03	0
[2001, 2007]	дорган	Q555735	Дорган, Байрон	P39	занимаемая должность	сенатор США	0	0	1999-01-06	2001-01-03	0
[2000, 2002]	деннетт	Q215263	Деннет, Дэниел	P166	полученные награды	премия Жана Никода	0	0	0	0	2001-01-01
[2004, 2008]	деннетт	Q215263	Деннет, Дэниел	P166	полученные награды	Гуманист года	0	0	0	0	2004-01-01
