Year or Period	Bigram	#Q	Subject	#P	Predicate	Object	Organization	Just Date	Start Time	End Time	Time Point
[1988, 1999]	глава ссср	Q462189	Главы правительства СССР	P582	дата окончания	0	0	1991-12-25	0	0	0
1979	главарь мафия	Q1238847	Главарь мафии	P577	дата публикации	0	0	1978-01-01	0	0	0
1972	главное интервью	Q12850237	Главное интервью	P577	дата публикации	0	0	1971-01-01	0	0	0
1993	главнокомандующий войско	Q4139172	Главнокомандующие Сухопутными войсками СССР и России	P571	дата основания/создания/возникновения	0	0	1992-06-10	0	0	0
[1991, 1999]	главнокомандующий сухопутный	Q4139172	Главнокомандующие Сухопутными войсками СССР и России	P571	дата основания/создания/возникновения	0	0	1992-06-10	0	0	0
1934	главный агрегат	Q189859	паровая турбина	P575	дата открытия	0	0	1884-01-01	0	0	0
[1993, 1994]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series	0	0	0	0	1993-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Supporting Actress in a Drama Series	0	0	0	0	2003-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series Writing Team	0	0	0	0	2003-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Lead Actor in a Drama Series	0	0	0	0	2003-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Younger Actor in a Drama Series	0	0	0	0	2002-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series	0	0	0	0	2000-01-01
[1979, 1980]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series	0	0	0	0	1979-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Lead Actor in a Drama Series	0	0	0	0	2000-01-01
[1997, 1998]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series	0	0	0	0	1997-01-01
[1997, 1998]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Younger Actress in a Drama Series	0	0	0	0	1997-01-01
[1997, 1998]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Directors Guild of America Award for Outstanding Directing – Daytime Serials	0	0	0	0	1997-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series Directing Team	0	0	0	0	2000-01-01
[2000, 2004]	главный больница	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Supporting Actress in a Drama Series	0	0	0	0	2000-01-01
[1945, 1949]	главный ботанический	Q894653	Главный ботанический сад имени Н. В. Цицина РАН	P571	дата основания/создания/возникновения	0	0	1945-04-14	0	0	0
[1996, 2009]	главный герой	Q4139190	Главный герой	P580	дата начала	0	0	2007-02-04	0	0	0
1997	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series	0	0	0	0	1996-01-01
2006	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Lead Actor in a Drama Series	0	0	0	0	2006-01-01
2006	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series	0	0	0	0	2006-01-01
2006	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series Directing Team	0	0	0	0	2006-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series Directing Team	0	0	0	0	2000-01-01
2006	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Younger Actor in a Drama Series	0	0	0	0	2004-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Lead Actor in a Drama Series	0	0	0	0	1999-01-01
1997	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Younger Actress in a Drama Series	0	0	0	0	1997-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series	0	0	0	0	1999-01-01
1997	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Directors Guild of America Award for Outstanding Directing – Daytime Serials	0	0	0	0	1997-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Younger Actress in a Drama Series	0	0	0	0	1998-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Younger Actor in a Drama Series	0	0	0	0	1999-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series Writing Team	0	0	0	0	1999-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series	0	0	0	0	1999-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Younger Actor in a Drama Series	0	0	0	0	1998-01-01
2000	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Supporting Actor in a Drama Series	0	0	0	0	1998-01-01
2006	главный госпиталь	Q1136370	Главный госпиталь	P166	полученные награды	Daytime Emmy Award for Outstanding Drama Series Directing Team	0	0	0	0	2005-01-01
